dataset,name,chip_name,ec50_t,ec50_c,ec50_95ci_t,ec50_95ci_c,chip_dataset
Inna,HSirpa_1973,ladder_76,1.7705236186604782,2.6684622904551625,0.5,0.20000000000000007,TwoSix_100K
Inna,MSirpa_0714,ladder_77,1.3404856272395598,1.2569154963102378,0.6999999999999997,0.6999999999999997,TwoSix_100K
Inna,HSirpa_2216,ladder_78,1.9350260145037577,1.2839603450786512,0.5000000000000004,1.0,TwoSix_100K
Inna,HSirpa_0418,ladder_79,2.101273209169117,2.7328680736570687,0.3999999999999999,0.1999999999999993,TwoSix_100K
Inna,HSirpa_0117,ladder_80,2.9262466579483863,2.5735274819248386,9.6,9.6,TwoSix_100K
Inna,MSirpa_0054,ladder_81,4.190153526952998,2.7961774466002907,0.20000000000000007,1.2000000000000002,TwoSix_100K
Inna,MSirpa_0875,ladder_82,4.133042516922837,3.3204490933225976,0.09999999999999963,0.10000000000000052,TwoSix_100K
Inna,MSirpa_0820,ladder_83,4.333443010854334,3.4401465236328,0.0,0.09999999999999963,TwoSix_100K
Inna,HSirpa_0294,ladder_84,2.9262466579483863,2.5735274819248386,9.6,9.6,TwoSix_100K
Inna,MSirpa_0141,ladder_85,4.570045802811811,3.5417389478538723,0.5,0.5000000000000009,TwoSix_100K
Inna,p1-15H-GABBL-15H-GBL-15H_0053_0001_0001,ladder_86,3.1550729991310567,3.265599714595436,0.7999999999999998,0.0,TwoSix_100K
Inna,HSirpa_2008,ladder_87,3.1798496944625985,2.5275536652862485,0.9000000000000004,0.5999999999999996,TwoSix_100K
Inna,MSirpa_0275,ladder_88,3.1941454128504354,1.2854801511855192,0.20000000000000007,0.5999999999999996,TwoSix_100K
Inna,HSirpa_1553,ladder_89,1.7314031150304134,2.327730090799295,0.5,0.20000000000000007,TwoSix_100K
Inna,HSirpa_0175,ladder_90,1.6090934256614975,1.5091752556961504,0.9000000000000004,0.8999999999999999,TwoSix_100K
Inna,HSirpa_1903,ladder_91,3.3441537632555933,2.68654818778956,0.2999999999999998,0.7999999999999998,TwoSix_100K
Inna,MSirpa_0067,ladder_92,2.9262466579483863,2.5735274819248386,9.6,9.6,TwoSix_100K
Inna,HSirpa_0585,ladder_93,1.3312909800997912,1.3738568609584465,0.6999999999999997,0.5,TwoSix_100K
Inna,HSirpa_1733,ladder_94,2.1843040578923363,2.2410758422449235,0.09999999999999963,0.09999999999999963,TwoSix_100K
Inna,HSirpa_2446,ladder_95,1.7109470761164305,2.5735274819248386,4.0,9.6,TwoSix_100K
Inna,p1-14H-GBL-16H-GABBL-16H_0097_0001,ladder_96,4.439703363037438,3.5256463943821514,0.09999999999999963,0.2999999999999998,TwoSix_100K
Inna,HSirpa_0454,ladder_97,3.906787688187388,2.6973728108602164,0.10000000000000052,0.6999999999999993,TwoSix_100K
Inna,p1-16H-GBL-16H-GBL-15H_0508_0001_0001,ladder_98,4.410681845048876,3.6083106954050272,0.10000000000000052,0.20000000000000107,TwoSix_100K
Inna,MSirpa_0481,ladder_99,4.505752542711559,3.556075556166732,0.09999999999999963,0.09999999999999963,TwoSix_100K
Inna,HSirpa_2487,ladder_100,0.2429888490028509,1.035422761219165,2.4000000000000004,0.5,TwoSix_100K
Inna,MSirpa_0497,ladder_101,2.454435855845309,1.5463249192676596,0.3000000000000007,0.6000000000000001,TwoSix_100K
Inna,MSirpa_0969,ladder_102,0.3925513891907941,0.4524983953770602,2.4000000000000004,1.9000000000000004,TwoSix_100K
Inna,HSirpa_2543,ladder_103,0.8622004690115113,2.458452909537131,0.8000000000000003,1.4000000000000004,TwoSix_100K
Inna,p1-14H-GBL-14H-BBL-15H_0819_0001_0001,ladder_104,4.211419443117317,3.431999609479453,0.0,0.20000000000000007,TwoSix_100K
Inna,HSirpa_0598,ladder_105,3.8439730943764223,1.8319933170495983,1.1000000000000003,4.5,TwoSix_100K
Inna,p1-14H-GBL-14H-GBL-16H_0845_0001_0001,ladder_106,3.831531708756956,3.3831034445342416,0.09999999999999963,0.20000000000000007,TwoSix_100K
Inna,p1-15H-GBL-15H-GBBL-16H_0254_0001_0001,ladder_107,1.5708093752917158,2.2164302361362402,0.6000000000000001,0.7999999999999998,TwoSix_100K
Inna,HSirpa_2007,ladder_108,1.8129585891041893,0.39365805192458136,0.7999999999999998,2.9000000000000004,TwoSix_100K
Inna,HSirpa_2504,ladder_109,0.8622004690159564,2.4911005810270463,1.0,0.3000000000000007,TwoSix_100K
Inna,HSirpa_1796,ladder_110,2.3602691390291723,2.770593907345892,0.5,0.20000000000000007,TwoSix_100K
Inna,MSirpa_0379,ladder_111,1.482643532564292,2.417596803181495,0.6000000000000001,1.1000000000000003,TwoSix_100K
Inna,HSirpa_1980,ladder_112,2.099651906943972,1.147764539000706,0.6000000000000005,0.6000000000000001,TwoSix_100K
Inna,HSirpa_2082,ladder_113,1.7360905935152489,-0.043641068429632224,0.9999999999999996,2.3000000000000003,TwoSix_100K
Inna,HSirpa_0853,ladder_114,2.3071909959562893,2.5735274819248386,4.300000000000002,9.6,TwoSix_100K
Inna,HSirpa_0341,ladder_115,1.2873898492814728,2.417508396151954,1.0,0.3000000000000007,TwoSix_100K
Inna,HSirpa_2039,ladder_116,1.5195082396011446,1.318392881055977,0.3999999999999999,0.3999999999999999,TwoSix_100K
Inna,HSirpa_1153,ladder_117,2.269454292779572,2.5735274819248386,4.0,9.6,TwoSix_100K
Inna,HSirpa_1858,ladder_118,2.2260069421873805,2.199340358180633,0.1999999999999993,0.4999999999999996,TwoSix_100K
Inna,MSirpa_0634,ladder_119,1.9879339162818856,2.2711950882145064,0.6999999999999997,0.20000000000000007,TwoSix_100K
Inna,HSirpa_0458,ladder_120,2.9262466579483863,1.8319933170495983,9.6,5.700000000000001,TwoSix_100K
Inna,HSirpa_0276,ladder_121,2.9262466579483863,3.0285764873091563,9.6,0.4000000000000004,TwoSix_100K
Inna,MSirpa_0877,ladder_123,3.7893208122113338,3.332095488662112,0.10000000000000052,0.20000000000000007,TwoSix_100K
Inna,MSirpa_0591,ladder_124,2.1757998747816565,2.652308466232716,0.1999999999999993,0.09999999999999963,TwoSix_100K
Inna,p1-16H-GABBL-14H-GABBL-15H_0715_0001_0001,ladder_125,2.2443332115355954,2.7053906748803147,0.8999999999999995,0.20000000000000007,TwoSix_100K
Inna,p1-16H-GBL-16H-GBL-15H_0904_0001_0001,ladder_126,2.222436198065409,2.444136525736585,0.8999999999999995,0.7999999999999998,TwoSix_100K
Inna,HSirpa_1666,ladder_127,1.2533414048232112,2.649632436654392,0.3000000000000003,0.09999999999999963,TwoSix_100K
Inna,HSirpa_0055,ladder_128,3.3668940780382552,1.75589458513077,1.0,4.1,TwoSix_100K
Inna,HSirpa_0642,ladder_129,4.301877888209068,2.79175553301355,0.2999999999999998,1.2000000000000002,TwoSix_100K
Inna,HSirpa_0846,ladder_130,1.3306648162014991,1.4284035445826393,1.1999999999999995,0.5,TwoSix_100K
Inna,p1-16H-GABBL-14H-BBL-14H_0416_0001_0001,ladder_131,3.363779125285033,3.2605574740723564,0.09999999999999963,0.10000000000000052,TwoSix_100K
Inna,HSirpa_1595,ladder_132,3.938519034185284,1.7382423058850816,7.200000000000001,4.0,TwoSix_100K
Inna,MSirpa_0770,ladder_133,0.3955681871197523,1.1422827734970007,2.7,0.6999999999999997,TwoSix_100K
Inna,HSirpa_1515,ladder_134,2.13613892878308,1.4254125477776378,0.20000000000000007,0.3999999999999999,TwoSix_100K
Inna,HSirpa_1197,ladder_135,2.9262466579483863,2.5735274819248386,9.6,9.6,TwoSix_100K
Inna,MSirpa_0653,ladder_136,4.34677704985965,3.5995543488646096,0.8000000000000007,0.5,TwoSix_100K
Inna,MSirpa_0936,ladder_137,2.084170483100904,2.6551372208028234,0.10000000000000052,0.09999999999999963,TwoSix_100K
Inna,HSirpa_1539,ladder_138,2.121326015137877,2.7860284958803843,0.5999999999999996,0.20000000000000007,TwoSix_100K
Inna,HSirpa_2326,ladder_140,2.58778634752016,2.496554597058643,0.7999999999999998,0.4000000000000004,TwoSix_100K
Inna,MSirpa_0813,ladder_141,1.516349990306685,0.2416574633872539,0.6000000000000001,2.4000000000000004,TwoSix_100K
Inna,HSirpa_2100,ladder_142,2.9262466579483863,2.5735274819248386,9.6,9.6,TwoSix_100K
Inna,HSirpa_2458,ladder_143,1.8268201855520223,2.5735274819248386,4.300000000000002,9.6,TwoSix_100K
Inna,p1-14H-GBL-14H-GBL-16H_0162_0001,ladder_144,2.3719065840799827,2.290748727698038,0.10000000000000052,0.09999999999999963,TwoSix_100K
Inna,HSirpa_2288,ladder_145,1.7515476251455817,2.5735274819248386,4.0,9.6,TwoSix_100K
Inna,MSirpa_0980,ladder_146,1.4777334393268506,0.39365805366560935,3.7,2.7,TwoSix_100K
Inna,HSirpa_1994,ladder_147,0.6291494669032682,1.6399972628307191,2.6,0.9000000000000004,TwoSix_100K
Inna,HSirpa_1612,ladder_148,2.9262466579483863,2.8950955975924715,9.6,0.9000000000000004,TwoSix_100K
Inna,HSirpa_2420,ladder_149,2.1050637419045906,0.7077797065842182,0.20000000000000007,0.7000000000000002,TwoSix_100K
Inna,HSirpa_1664,ladder_150,1.7539778791573997,2.3642105978383707,0.6000000000000005,0.10000000000000052,TwoSix_100K
Inna,HSirpa_0088,ladder_151,1.6090934256614975,1.5693067427372636,0.9000000000000004,1.0000000000000004,TwoSix_100K
Eva1,ems_thioM_122_0002,ladder_152,1.3126444610898218,2.428717361304904,0.7999999999999998,0.09999999999999963,TwoSix_100K
Eva1,ems_4hM_2733,ladder_153,0.4734297679591475,2.534621301671176,0.3999999999999999,0.5,TwoSix_100K
Eva1,ems_4hC_1920_0002,ladder_154,0.2404766505767433,2.7237398965294406,0.20000000000000007,0.09999999999999963,TwoSix_100K
Eva1,rand_ems_4hM_2899,ladder_155,0.3925514256760669,0.7895216989253282,2.4000000000000004,0.7000000000000002,TwoSix_100K
Eva1,ems_f2_275,ladder_157,2.9262466579483863,2.5735274819248386,9.6,9.6,TwoSix_100K
Eva1,ems_thioC_91,ladder_158,-0.13401528086933945,2.3603978057982147,2.2,0.2999999999999998,TwoSix_100K
Eva1,ems_4hM_91,ladder_159,1.444575106970513,2.7801521484392424,0.3999999999999999,0.10000000000000052,TwoSix_100K
Eva1,ems_4hM_4336_0002,ladder_160,5.162507349296637,3.520213480127365,1.299999999999999,0.8999999999999995,TwoSix_100K
Eva1,ems_f4m_7,ladder_161,0.3028828755045936,2.759821045789352,0.20000000000000007,0.7999999999999998,TwoSix_100K
Eva1,ems_4hM_1319,ladder_163,2.746210557476914,0.39365805192458136,0.8000000000000007,2.9000000000000004,TwoSix_100K
Eva1,rand_ems_ferrM_6507,ladder_164,0.27866581159171555,0.277225459654632,0.20000000000000007,0.20000000000000007,TwoSix_100K
Eva1,ems_ferrM_2201_0002,ladder_165,0.3925514256799032,1.7755681583164011,2.4000000000000004,0.6000000000000005,TwoSix_100K
Eva1,ems_ferrM_2623_0002,ladder_166,0.6982030062166579,2.4283879791262097,0.7000000000000002,0.3000000000000007,TwoSix_100K
Eva1,ems_4hM_2354,ladder_167,-0.13401528086933945,-0.11354911390433232,2.1,2.1,TwoSix_100K
Eva1,ems_ferrC_1690,ladder_168,0.3239063696699138,2.4244645751727205,2.5,0.3000000000000007,TwoSix_100K
Eva1,ems_thioM_776_0002,ladder_169,2.2441183281754995,2.4294722643056743,0.09999999999999963,0.09999999999999963,TwoSix_100K
Eva1,ems_ferrM_1264,ladder_170,2.586574993960726,2.5465997040608257,0.5,0.5,TwoSix_100K
Eva1,ems_ferrM_2142,ladder_171,3.2010496250385043,2.427663775980806,0.20000000000000007,0.09999999999999963,TwoSix_100K
Eva1,ems_4hC_2808,ladder_173,4.320728909969706,3.0331945408132475,0.10000000000000052,0.1999999999999993,TwoSix_100K
Eva1,ems_ferrM_489,ladder_174,3.1492572483150973,2.515634818074957,0.09999999999999963,0.2999999999999998,TwoSix_100K
Eva1,ems_4hM_2539,ladder_175,2.1306049956210242,2.3012007084095325,0.7999999999999998,0.20000000000000007,TwoSix_100K
Eva1,ems_4hM_3728,ladder_176,4.5595431089607565,3.454989473496436,2.1,0.4000000000000004,TwoSix_100K
Eva1,ems_ferrM_322,ladder_177,4.529063075486064,3.5004357226069054,0.1999999999999993,0.10000000000000052,TwoSix_100K
Eva1,ems_ferrM_7107,ladder_179,3.7754369952177687,3.0122171883985485,0.0,0.0,TwoSix_100K
Eva1,ems_ferrM_327_0002,ladder_180,3.78098954827176,2.8762618453580493,0.0,0.5999999999999996,TwoSix_100K
Eva1,bGM_107,ladder_181,2.9262466579483863,2.5735274819248386,9.6,6.200000000000001,TwoSix_100K
Eva1,ems_ferrM_7356,ladder_182,4.319613359820744,2.7689480396101147,0.20000000000000007,0.2999999999999998,TwoSix_100K
Eva1,ems_ferrM_5888,ladder_183,3.793037006599056,3.0198303881966018,0.10000000000000052,0.09999999999999963,TwoSix_100K
Eva1,bGM_530,ladder_184,4.289964039067509,3.3912623927922825,0.20000000000000007,0.39999999999999947,TwoSix_100K
Eva1,ems_ferrM_2555,ladder_185,4.264125510924504,2.6783530688743062,0.09999999999999963,0.8000000000000007,TwoSix_100K
Eva1,ems_ferrM_880,ladder_186,3.8344477619249417,3.0951719459446365,0.7999999999999998,6.9,TwoSix_100K
Eva1,ems_ferrM_3208_0002,ladder_187,4.2197199767629545,3.415778282232508,0.0,0.10000000000000052,TwoSix_100K
Eva1,ems_ferrM_3632_0002,ladder_188,1.5677147677353804,2.43635774851918,0.2999999999999998,0.20000000000000007,TwoSix_100K
Eva1,ems_f2_903,ladder_189,1.7109470761164305,2.5735274819248386,3.9,9.6,TwoSix_100K
Eva1,ems_ferrM_5589,ladder_190,1.3270896060617223,0.3668026008203813,0.20000000000000007,0.2999999999999998,TwoSix_100K
Eva1,ems_4hM_3652,ladder_191,1.4600261203318712,1.4915070398609165,2.3,0.6000000000000001,TwoSix_100K
Eva1,ems_f2_513,ladder_192,-0.06844166647992511,0.39365805192458136,2.3000000000000003,2.7,TwoSix_100K
Eva1,ems_ferrM_3798_0002,ladder_193,0.13061634958661014,0.17174287568668745,2.2,2.2,TwoSix_100K
Eva1,ems_ferrM_3343_0002,ladder_194,1.1757498385602538,1.3540077931026178,0.3000000000000003,0.2999999999999998,TwoSix_100K
Eva1,ems_4hM_2113,ladder_195,1.208862281666814,2.3208184634438327,0.6000000000000001,0.20000000000000007,TwoSix_100K
Eva1,ems_4hM_3417,ladder_196,0.3239056969742906,1.058266047457418,2.5,0.5,TwoSix_100K
Eva1,ems_4hM_837,ladder_197,2.9262466579483863,2.3419382606745125,9.6,4.300000000000002,TwoSix_100K
Eva1,ems_ferrM_3552_0002,ladder_198,2.606267775018276,2.167560574904185,0.20000000000000007,0.6999999999999997,TwoSix_100K
Eva1,ems_ferrM_1496_0002,ladder_199,1.5389627720066916,1.3897110182640873,0.5,0.7000000000000002,TwoSix_100K
Eva1,ems_4hM_3975,ladder_200,1.5127807583215849,2.6862170223432744,0.9999999999999996,0.20000000000000007,TwoSix_100K
Eva1,rand_ems_ferrM_330,ladder_201,4.458166076965969,3.4349167598688783,0.39999999999999947,0.20000000000000007,TwoSix_100K
Eva1,ems_4hC_2866_0002,ladder_202,3.742868362123002,2.8044562847611423,0.5,0.5,TwoSix_100K
Eva1,ems_4hM_2857,ladder_203,3.8872613212044977,3.064130259401189,0.20000000000000007,0.7999999999999998,TwoSix_100K
Eva1,ems_bGC_221,ladder_204,0.5131400214501114,-0.11354911390433232,1.0,2.2,TwoSix_100K
Eva1,bGM_147_0002,ladder_205,-0.06844166647992511,0.6258201141913082,2.5,3.0,TwoSix_100K
Eva1,rand_ems_ferrC_1340,ladder_206,-0.06844166647992511,0.7375699841140173,2.3000000000000003,1.8000000000000005,TwoSix_100K
Eva1,rand_ems_4hM_4919,ladder_207,0.2408340826720774,0.2684391615548207,0.3000000000000003,0.3000000000000003,TwoSix_100K
Eva1,ems_4hC_1421_0002,ladder_208,1.2878330155475486,2.1056161410390417,0.3000000000000003,0.6000000000000001,TwoSix_100K
Eva1,ems_f4m_325,ladder_209,2.347154983637212,2.4589405863302782,0.20000000000000007,0.2999999999999998,TwoSix_100K
Eva1,rand_ems_thioM_799,ladder_210,0.5109293848721459,1.3172740291077087,0.7999999999999998,0.20000000000000007,TwoSix_100K
Eva1,ems_4hM_3821_0002,ladder_211,0.8622004690159564,2.0024444375042862,1.0,0.5,TwoSix_100K
Eva1,ems_ferrM_6284_0002,ladder_212,3.8618372780828567,2.8402281160789355,0.1999999999999993,0.6000000000000005,TwoSix_100K
Eva1,ems_ferrM_3364,ladder_213,2.2865904149161147,2.6843574774972385,0.09999999999999963,0.10000000000000052,TwoSix_100K
Eva1,ems_ferrM_1437,ladder_214,1.3582598094048837,2.370606708575268,0.2999999999999998,0.10000000000000052,TwoSix_100K
Eva1,ems_4hM_4216,ladder_215,2.252282390532101,2.356922386600273,0.09999999999999963,0.10000000000000052,TwoSix_100K
Eva1,ems_4hC_103_0002,ladder_216,3.78709618512537,3.5879509582474167,0.0,0.1999999999999993,TwoSix_100K
Eva1,ems_4hM_2486,ladder_217,3.8389278747562665,2.9817002441125706,0.09999999999999963,0.10000000000000052,TwoSix_100K
Eva1,ems_4hM_273_0002,ladder_218,2.24942492477118,2.586351359485678,4.300000000000002,0.5,TwoSix_100K
Eva1,ems_4hM_3106,ladder_220,0.5164538347058829,1.6869642506977205,3.1,0.9999999999999996,TwoSix_100K
Eva1,ems_fer_extM_99,ladder_221,2.0378368222827827,2.7147101828373654,0.20000000000000007,0.09999999999999963,TwoSix_100K
Eva1,ems_ferrM_4489_0002,ladder_222,4.386032198848734,3.427201133659472,0.0,0.0,TwoSix_100K
Eva1,ems_bGw_31,ladder_223,2.613282000977468,2.7396574323964824,0.5,0.1999999999999993,TwoSix_100K
Eva1,ems_ferrM_6487,ladder_225,3.2479960103345307,2.9813428526459003,0.10000000000000052,0.09999999999999963,TwoSix_100K
Eva1,rand_ems_4hM_453,ladder_226,-0.13401528086933945,0.3906536028959742,2.2,2.5,TwoSix_100K
Eva1,ems_4hM_817,ladder_227,2.2621564584038527,2.6845309459791658,0.7000000000000002,0.10000000000000052,TwoSix_100K
Eva1,ems_4hM_1087,ladder_228,0.6239720384096628,0.4313828710089069,0.5,0.5,TwoSix_100K
